skill_id,probability,gap_ms,sample_size,method,gap_days
80,0.25,1379442.0,100000,deterministic_min_hash_sample,0.01596576388888889
80,0.5,86460446.0,100000,deterministic_min_hash_sample,1.0006996064814815
80,0.75,382799691.5,100000,deterministic_min_hash_sample,4.430551984953704
80,0.9,1383488250.7000003,100000,deterministic_min_hash_sample,16.012595494212967
80,0.95,3192033215.5999894,100000,deterministic_min_hash_sample,36.94482888425914
80,0.99,14878261938.819992,100000,deterministic_min_hash_sample,172.20210577337954
98,0.01,15000.0,100000,deterministic_min_hash_sample,0.00017361111111111112
98,0.05,50233.9,100000,deterministic_min_hash_sample,0.0005814108796296296
98,0.1,148474.40000000002,100000,deterministic_min_hash_sample,0.001718453703703704
98,0.25,1558243.0,100000,deterministic_min_hash_sample,0.018035219907407408
98,0.5,87715264.5,100000,deterministic_min_hash_sample,1.01522296875
98,0.75,388429700.75,100000,deterministic_min_hash_sample,4.495714129050926
98,0.9,1336975182.6000006,100000,deterministic_min_hash_sample,15.474249798611119
98,0.95,3041899799.049993,100000,deterministic_min_hash_sample,35.20717360011566
98,0.99,13988853477.99998,100000,deterministic_min_hash_sample,161.9080263657405
96,0.01,13025.96,100000,deterministic_min_hash_sample,0.00015076342592592592
96,0.05,47142.9,100000,deterministic_min_hash_sample,0.0005456354166666667
96,0.1,191000.0,100000,deterministic_min_hash_sample,0.002210648148148148
96,0.25,3382547.25,100000,deterministic_min_hash_sample,0.039149852430555555
96,0.5,134348476.5,100000,deterministic_min_hash_sample,1.55495921875
96,0.75,544875502.0,100000,deterministic_min_hash_sample,6.306429421296296
96,0.9,1960715015.6000023,100000,deterministic_min_hash_sample,22.69346082870373
96,0.95,4668301845.399995,100000,deterministic_min_hash_sample,54.03127135879624
96,0.99,18842939664.29998,100000,deterministic_min_hash_sample,218.08957944791644
86,0.01,15971.94,100000,deterministic_min_hash_sample,0.00018486041666666668
86,0.05,68051.25000000003,100000,deterministic_min_hash_sample,0.0007876302083333336
86,0.1,203096.20000000007,100000,deterministic_min_hash_sample,0.0023506504629629637
86,0.25,2336645.0,100000,deterministic_min_hash_sample,0.027044502314814815
86,0.5,91028679.0,100000,deterministic_min_hash_sample,1.053572673611111
86,0.75,392319870.0,100000,deterministic_min_hash_sample,4.540739236111111
86,0.9,1353343022.5000012,100000,deterministic_min_hash_sample,15.663692390046311
86,0.95,3041060709.849992,100000,deterministic_min_hash_sample,35.19746191956009
86,0.99,13648120699.589989,100000,deterministic_min_hash_sample,157.9643599489582
106,0.01,14995.99,100000,deterministic_min_hash_sample,0.00017356469907407407
106,0.05,45439.55000000002,100000,deterministic_min_hash_sample,0.0005259207175925928
106,0.1,146323.10000000003,100000,deterministic_min_hash_sample,0.0016935543981481485
106,0.25,1667145.25,100000,deterministic_min_hash_sample,0.01929566261574074
106,0.5,91311784.5,100000,deterministic_min_hash_sample,1.0568493576388889
106,0.75,420858405.25,100000,deterministic_min_hash_sample,4.871046357060186
106,0.9,1387839120.1000004,100000,deterministic_min_hash_sample,16.06295277893519
106,0.95,3105380008.599977,100000,deterministic_min_hash_sample,35.94189824768492
106,0.99,14349784485.719992,100000,deterministic_min_hash_sample,166.08546858472212
87,0.01,16909.96,100000,deterministic_min_hash_sample,0.00019571712962962963
87,0.05,55843.05000000002,100000,deterministic_min_hash_sample,0.0006463315972222224
87,0.1,181087.9,100000,deterministic_min_hash_sample,0.0020959247685185187
87,0.25,2511782.25,100000,deterministic_min_hash_sample,0.029071553819444443
87,0.5,99436275.5,100000,deterministic_min_hash_sample,1.150882818287037
87,0.75,433813189.75,100000,deterministic_min_hash_sample,5.020985992476852
87,0.9,1456961522.0000002,100000,deterministic_min_hash_sample,16.862980578703706
87,0.95,3241785759.049998,100000,deterministic_min_hash_sample,37.52066850752312
87,0.99,14149836212.499985,100000,deterministic_min_hash_sample,163.77125245949057
103,0.01,14229.95,100000,deterministic_min_hash_sample,0.0001646984953703704
103,0.05,36419.95000000001,100000,deterministic_min_hash_sample,0.0004215271990740742
103,0.1,111696.8,100000,deterministic_min_hash_sample,0.0012927870370370372
103,0.25,1398111.5,100000,deterministic_min_hash_sample,0.016181846064814816
103,0.5,96671286.0,100000,deterministic_min_hash_sample,1.118880625
103,0.75,451602869.75,100000,deterministic_min_hash_sample,5.226885066550926
103,0.9,1564058412.4000013,100000,deterministic_min_hash_sample,18.10252792129631
103,0.95,3467934337.4499683,100000,deterministic_min_hash_sample,40.13812890567093
103,0.99,14779670355.699928,100000,deterministic_min_hash_sample,171.06099948726768
88,0.01,19113.92,100000,deterministic_min_hash_sample,0.0002212259259259259
88,0.05,75929.35000000002,100000,deterministic_min_hash_sample,0.0008788119212962965
88,0.1,245760.3,100000,deterministic_min_hash_sample,0.0028444479166666666
88,0.25,4696418.75,100000,deterministic_min_hash_sample,0.05435669849537037
88,0.5,120405620.0,100000,deterministic_min_hash_sample,1.3935835648148147
88,0.75,476217288.75,100000,deterministic_min_hash_sample,5.511774175347222
88,0.9,1562348349.5000038,100000,deterministic_min_hash_sample,18.082735526620414
88,0.95,3473032098.4999976,100000,deterministic_min_hash_sample,40.1971307696759
88,0.99,15039928972.739944,100000,deterministic_min_hash_sample,174.07325199930492
94,0.01,20004.95,100000,deterministic_min_hash_sample,0.00023153877314814817
94,0.05,66062.9,100000,deterministic_min_hash_sample,0.0007646168981481481
94,0.1,201402.6,100000,deterministic_min_hash_sample,0.002331048611111111
94,0.25,3737087.25,100000,deterministic_min_hash_sample,0.04325332465277778
94,0.5,132813979.0,100000,deterministic_min_hash_sample,1.5371988310185185
94,0.75,510044960.75,100000,deterministic_min_hash_sample,5.903298156828703
94,0.9,1632981691.2000003,100000,deterministic_min_hash_sample,18.900251055555557
94,0.95,3693805664.749986,100000,deterministic_min_hash_sample,42.75238037905076
94,0.99,15229054039.16991,100000,deterministic_min_hash_sample,176.26219952742952
90,0.01,17950.81,100000,deterministic_min_hash_sample,0.00020776400462962965
90,0.05,50585.450000000026,100000,deterministic_min_hash_sample,0.0005854797453703706
90,0.1,148005.8,100000,deterministic_min_hash_sample,0.0017130300925925924
90,0.25,2326256.75,100000,deterministic_min_hash_sample,0.026924267939814815
90,0.5,116376641.0,100000,deterministic_min_hash_sample,1.3469518634259259
90,0.75,485000408.25,100000,deterministic_min_hash_sample,5.613430651041667
90,0.9,1642456786.1000009,100000,deterministic_min_hash_sample,19.009916505787047
90,0.95,3699190601.9999895,100000,deterministic_min_hash_sample,42.81470604166655
90,0.99,15322172574.929983,100000,deterministic_min_hash_sample,177.33996035798592
