question_id,question_num,skill_id,part,interaction_rows,correct_rows,accuracy,eligible_item
q3796,3796,86,5,3719,2852,0.7668728152729228,True
q3797,3797,86,5,4342,2983,0.6870105941962229,True
q3798,3798,86,5,6339,4501,0.7100489036125572,True
q3799,3799,106,5,8486,4663,0.5494932830544426,True
q3800,3800,86,5,1668,1453,0.8711031175059952,True
q3802,3802,86,5,6309,4735,0.7505151371057219,True
q3803,3803,96,5,13054,10304,0.789336601807875,True
q3804,3804,86,5,4687,3581,0.7640281630040537,True
q3805,3805,103,5,18854,11172,0.5925533043386019,True
q3806,3806,86,5,13775,8646,0.6276588021778584,True
q3807,3807,86,5,3323,2760,0.8305747818236533,True
q3808,3808,103,5,11089,9110,0.8215348543601767,True
q3810,3810,86,5,3074,2473,0.8044892648015615,True
q3811,3811,103,5,11031,8126,0.7366512555525337,True
q3813,3813,86,5,3981,2995,0.752323536799799,True
q3814,3814,86,5,7007,4874,0.6955901241615527,True
q3815,3815,103,5,18306,7123,0.38910739648202775,True
q3816,3816,86,5,5831,4354,0.7466986794717887,True
q3817,3817,106,5,10309,6321,0.6131535551459889,True
q3818,3818,106,5,7587,5369,0.7076578357717148,True
q3819,3819,103,5,14079,8091,0.5746857021095249,True
q3820,3820,103,5,1796,619,0.3446547884187082,True
q3821,3821,86,5,3333,2992,0.8976897689768977,True
q3822,3822,86,5,7907,5682,0.7186037688124447,True
q3823,3823,86,5,5645,4207,0.7452612931798052,True
q3824,3824,86,5,17258,8519,0.49362614439680147,True
q3825,3825,86,5,3813,2910,0.7631785995279308,True
q3826,3826,96,5,13072,9477,0.724984700122399,True
q3828,3828,103,5,8721,7812,0.8957688338493293,True
q3830,3830,106,5,10744,5107,0.47533507073715564,True
q3831,3831,96,5,11622,6623,0.5698674926862847,True
q3832,3832,86,5,3611,2792,0.773193021323733,True
q3834,3834,86,5,3802,3169,0.8335086796422936,True
q3835,3835,86,5,3518,2414,0.6861853325753269,True
q3836,3836,86,5,3230,2511,0.7773993808049535,True
q3837,3837,86,5,4075,3455,0.8478527607361963,True
q3838,3838,103,5,10669,7088,0.6643546724154091,True
q3840,3840,86,5,3221,2551,0.7919900651971438,True
q3841,3841,106,5,7205,4000,0.5551700208188758,True
q3842,3842,106,5,6242,4366,0.6994553027875681,True
q3843,3843,106,5,5294,4013,0.758027956176804,True
q3844,3844,106,5,6872,5290,0.769790454016298,True
q3845,3845,106,5,7948,4021,0.5059134373427278,True
q3846,3846,86,5,4496,2968,0.6601423487544484,True
q3849,3849,74,5,1071,947,0.8842203548085901,True
q3850,3850,74,5,3621,1959,0.5410107705053853,True
q3851,3851,74,5,4728,2437,0.5154399323181049,True
q3852,3852,74,5,2188,1548,0.7074954296160878,True
q3853,3853,74,5,1480,1153,0.779054054054054,True
q3854,3854,74,5,1890,1294,0.6846560846560846,True
q3855,3855,74,5,2196,1371,0.6243169398907104,True
q3856,3856,74,5,1402,1155,0.8238231098430813,True
q3857,3857,74,5,2649,1708,0.6447716119290299,True
q3858,3858,74,5,2189,1654,0.7555961626313386,True
q3859,3859,74,5,2224,1244,0.5593525179856115,True
q3860,3860,74,5,2052,1583,0.7714424951267057,True
q3861,3861,74,5,1779,1168,0.65654862282181,True
q3862,3862,74,5,1480,1303,0.8804054054054054,True
q3863,3863,74,5,1747,1100,0.6296508299942759,True
q3864,3864,74,5,1429,1139,0.7970608817354794,True
q3865,3865,74,5,2383,1339,0.5618967687788502,True
q3866,3866,74,5,2575,1325,0.5145631067961165,True
q3867,3867,74,5,2074,1094,0.5274831243972999,True
q3868,3868,74,5,2038,1198,0.5878312070657508,True
q3869,3869,74,5,2445,1859,0.7603271983640082,True
q3870,3870,74,5,1853,1354,0.730706961683756,True
q3871,3871,74,5,2187,1232,0.563328760859625,True
q3872,3872,74,5,1700,1380,0.8117647058823529,True
q3874,3874,74,5,3115,1593,0.5113964686998395,True
q3875,3875,74,5,2514,937,0.3727128082736675,True
q3876,3876,74,5,1664,1219,0.7325721153846154,True
q3877,3877,74,5,1442,1120,0.7766990291262136,True
q3878,3878,74,5,1400,1199,0.8564285714285714,True
q3879,3879,74,5,1793,1312,0.7317345231455661,True
q3880,3880,74,5,1063,932,0.8767638758231421,True
q3881,3881,74,5,1893,1414,0.7469624933967248,True
q3882,3882,74,5,2649,1636,0.61759154397886,True
q3883,3883,74,5,1577,1237,0.7844007609384908,True
q3884,3884,74,5,10720,7550,0.7042910447761194,True
q3885,3885,74,5,2140,1203,0.5621495327102803,True
q3886,3886,74,5,2189,1264,0.5774326176336226,True
q3887,3887,74,5,1453,1105,0.760495526496903,True
q3888,3888,74,5,1257,948,0.7541766109785203,True
q3889,3889,74,5,1660,1198,0.7216867469879518,True
q3890,3890,74,5,2322,1361,0.5861326442721791,True
q3891,3891,74,5,1985,1255,0.6322418136020151,True
q3892,3892,74,5,2548,1339,0.5255102040816326,True
q3893,3893,74,5,2466,1627,0.6597729115977291,True
q3894,3894,74,5,2895,1442,0.4981001727115717,True
q3895,3895,74,5,1551,980,0.6318504190844616,True
q3896,3896,74,5,2437,1130,0.46368485843249896,True
q3897,3897,74,5,2443,1378,0.5640605812525583,True
q3899,3899,80,5,8630,6119,0.7090382387022016,True
q3900,3900,80,5,4700,3143,0.6687234042553192,True
q3901,3901,83,5,6510,4646,0.7136712749615975,True
q3902,3902,83,5,4667,2703,0.57917291622027,True
q3903,3903,88,5,6824,5373,0.7873681125439624,True
q3904,3904,71,5,1405,1107,0.7879003558718861,True
q3905,3905,83,5,4667,2813,0.602742661238483,True
q3906,3906,84,5,4496,3795,0.8440836298932385,True
q3907,3907,78,5,3216,1801,0.5600124378109452,True
q3908,3908,103,5,8311,5574,0.6706774154734689,True
q3913,3913,74,5,4080,1495,0.36642156862745096,True
q3918,3918,76,5,8007,5416,0.6764081428749844,True
q3920,3920,74,5,1445,614,0.4249134948096886,True
q3922,3922,78,5,16114,3585,0.2224773488891647,True
q3924,3924,85,5,5189,2507,0.48313740605126226,True
q3927,3927,85,5,6059,4048,0.668097045717115,True
q3929,3929,94,5,13543,10049,0.7420069408550543,True
q3932,3932,84,5,3218,1951,0.6062771908017403,True
q3933,3933,84,5,10793,4025,0.37292689706291116,True
q3934,3934,78,5,3686,2808,0.7618014107433533,True
q3936,3936,78,5,2892,1869,0.6462655601659751,True
q3937,3937,103,5,10467,4855,0.4638387312505971,True
q3938,3938,76,5,6187,4061,0.6563762728301277,True
q3939,3939,76,5,5831,4458,0.7645343851826445,True
q3940,3940,76,5,4534,1869,0.41221879135421263,True
q3941,3941,76,5,5422,3612,0.66617484323128,True
q3942,3942,76,5,6536,5505,0.8422582619339045,True
q3943,3943,76,5,6495,4469,0.6880677444187837,True
q3944,3944,76,5,12591,5955,0.47295687395758873,True
q3945,3945,76,5,5688,4347,0.7642405063291139,True
q3946,3946,76,5,6406,4474,0.6984077427411801,True
q3947,3947,76,5,7513,6136,0.81671768933848,True
q3948,3948,76,5,6069,4471,0.7366946778711485,True
q3949,3949,76,5,5701,4374,0.7672338186283109,True
q3950,3950,76,5,33191,17732,0.5342412099665572,True
q3951,3951,76,5,5879,3736,0.6354822248681748,True
q3952,3952,76,5,6406,5336,0.8329690914767406,True
q3953,3953,76,5,6135,4860,0.7921760391198044,True
q3954,3954,76,5,4795,1844,0.3845672575599583,True
q3955,3955,76,5,6637,5796,0.8732861232484557,True
q3956,3956,76,5,19292,7149,0.3705681111341489,True
q3957,3957,76,5,7231,4086,0.5650670723274789,True
q3958,3958,84,5,4729,2948,0.6233876083738634,True
q3959,3959,84,5,4531,2710,0.5981019642463032,True
q3960,3960,84,5,12986,6425,0.4947635915601417,True
q3961,3961,80,5,6714,5989,0.8920166815609175,True
q3962,3962,84,5,6879,2616,0.3802878325337985,True
q3963,3963,83,5,9849,3243,0.32927200731038686,True
q3964,3964,83,5,4314,3522,0.8164116828929068,True
q3965,3965,83,5,5210,3468,0.6656429942418426,True
q3966,3966,83,5,4799,3668,0.7643259012294228,True
q3967,3967,83,5,6468,5177,0.8004019789734076,True
q3968,3968,83,5,5083,3282,0.6456816840448554,True
q3969,3969,83,5,5431,3067,0.5647210458479102,True
q3970,3970,83,5,8584,6769,0.7885601118359739,True
q3971,3971,83,5,4750,3308,0.6964210526315789,True
q3972,3972,83,5,5606,4374,0.7802354620049946,True
q3973,3973,83,5,4321,2890,0.6688266604952557,True
q3974,3974,83,5,12058,5900,0.4893017084093548,True
q3975,3975,83,5,7710,4403,0.5710765239948119,True
q3976,3976,83,5,4654,2857,0.6138805328749463,True
q3977,3977,83,5,5399,4088,0.757177255047231,True
q3978,3978,83,5,5799,3629,0.6257975513019486,True
q3979,3979,83,5,4358,2456,0.5635612666360716,True
q3980,3980,83,5,11498,7153,0.6221081927291703,True
q3981,3981,83,5,6478,4082,0.6301327570237728,True
q3982,3982,83,5,6682,4146,0.6204729123017061,True
q3984,3984,71,5,2233,1842,0.8248992386923422,True
q3986,3986,71,5,1566,1344,0.8582375478927203,True
q3987,3987,71,5,1284,1160,0.9034267912772586,True
q3988,3988,74,5,1470,1189,0.808843537414966,True
q3989,3989,77,5,4982,3080,0.6182256122039341,True
q3991,3991,71,5,5337,3102,0.5812254075323215,True
q3992,3992,86,5,3106,2353,0.75756600128783,True
q3993,3993,74,5,2187,1660,0.7590306355738454,True
q3994,3994,74,5,1619,1201,0.7418159357628166,True
q3995,3995,80,5,6191,3964,0.6402842836375383,True
q3996,3996,83,5,5937,4514,0.7603166582449048,True
q3997,3997,103,5,16786,11000,0.6553079947575361,True
q3998,3998,88,5,17711,13012,0.7346846592513128,True
q3999,3999,76,5,6945,3045,0.43844492440604754,True
q4000,4000,83,5,6657,4992,0.7498873366381252,True
q4003,4003,74,5,1587,1085,0.6836798991808444,True
q4004,4004,84,5,7993,3568,0.44639059176779683,True
q4005,4005,71,5,2904,2191,0.7544765840220385,True
q4006,4006,78,5,3298,2274,0.6895087932080048,True
q4008,4008,77,5,5297,2648,0.49990560694732866,True
q4009,4009,85,5,3807,2071,0.5439978986078277,True
q4010,4010,83,5,469,318,0.6780383795309168,True
q4011,4011,86,5,4061,3286,0.8091603053435115,True
q4012,4012,106,5,5569,4729,0.849165020650027,True
q4013,4013,76,5,4697,3046,0.6484990419416649,True
q4014,4014,85,5,10368,4807,0.4636381172839506,True
q4015,4015,84,5,4525,3599,0.7953591160220994,True
q4016,4016,78,5,2773,1953,0.7042913811756221,True
q4017,4017,80,5,3531,2493,0.7060322854715378,True
q4019,4019,76,5,8603,5170,0.6009531558758573,True
q4020,4020,86,5,6112,3948,0.6459424083769634,True
q4021,4021,98,5,6054,3881,0.6410637594978527,True
q4022,4022,106,5,24512,8415,0.3433012402088773,True
q4024,4024,80,5,13080,4736,0.3620795107033639,True
q4025,4025,76,5,43934,20475,0.4660399690444758,True
q4046,4046,78,5,3930,2542,0.6468193384223918,True
q4048,4048,78,5,2733,1788,0.6542261251372119,True
q4049,4049,78,5,4414,3899,0.8833257816039873,True
q4050,4050,78,5,2661,1957,0.7354378053363397,True
q4051,4051,78,5,3347,2330,0.6961458022109351,True
q4052,4052,78,5,3590,2806,0.7816155988857939,True
q4053,4053,74,5,1632,923,0.5655637254901961,True
q4054,4054,78,5,3941,2431,0.6168485156051764,True
q4058,4058,87,5,11342,7937,0.6997883971080938,True
q4061,4061,90,5,8932,7646,0.8560232870577699,True
q4063,4063,87,5,223,181,0.8116591928251121,True
q4064,4064,90,5,1359,733,0.5393671817512877,True
q4066,4066,87,5,14404,7833,0.5438072757567343,True
q4071,4071,87,5,230,177,0.7695652173913043,True
q4072,4072,119,5,3329,2199,0.6605587263442475,True
q4074,4074,87,5,1424,998,0.7008426966292135,True
q4075,4075,119,5,3404,2476,0.72737955346651,True
q4076,4076,90,5,9727,7328,0.7533669168294438,True
q4079,4079,90,5,909,550,0.605060506050605,True
q4080,4080,119,5,9637,4935,0.512088824322922,True
q4081,4081,119,5,3695,2655,0.7185385656292287,True
q4083,4083,90,5,14362,8601,0.5988720233950703,True
q4084,4084,87,5,8681,5722,0.6591406519986177,True
q4085,4085,119,5,3390,2443,0.7206489675516224,True
q4086,4086,119,5,3029,2495,0.8237041928029053,True
q4088,4088,119,5,3099,2524,0.8144562762181349,True
q4089,4089,119,5,4050,2564,0.6330864197530864,True
q4090,4090,90,5,10243,6689,0.6530313384750561,True
q4091,4091,90,5,1551,1109,0.7150225660863959,True
q4094,4094,87,5,11318,7063,0.6240501855451493,True
q4097,4097,88,5,26708,9750,0.3650591583046278,True
q4098,4098,119,5,4193,2564,0.6114953493918436,True
q4099,4099,83,5,4444,4181,0.9408190819081909,True
q4103,4103,77,5,13637,8482,0.621984307398988,True
q4104,4104,85,5,6162,4305,0.698636806231743,True
q4105,4105,71,5,3292,2485,0.7548602673147023,True
q4106,4106,86,5,3186,2387,0.7492153170119272,True
q4107,4107,76,5,6993,4379,0.6261976261976262,True
q4108,4108,106,5,6277,4315,0.6874303010992512,True
q4110,4110,74,5,3546,1070,0.30174844895657077,True
q4111,4111,87,5,9176,6746,0.735178727114211,True
q4112,4112,85,5,6097,4357,0.7146137444644908,True
q4114,4114,76,5,11611,6058,0.5217466195848764,True
q4115,4115,87,5,17236,10752,0.6238106289162219,True
q4116,4116,83,5,5486,3368,0.6139263580021874,True
q4117,4117,74,5,1421,1093,0.7691766361717101,True
q4118,4118,86,5,2644,2125,0.8037065052950075,True
q4119,4119,85,5,8336,5424,0.6506717850287908,True
q4120,4120,77,5,5091,3677,0.7222549597328619,True
q4121,4121,85,5,21567,6608,0.30639402791301523,True
q4123,4123,85,5,7632,4472,0.5859538784067087,True
q4125,4125,83,5,11572,3378,0.29191151054268927,True
q4126,4126,84,5,7624,4988,0.6542497376705142,True
q4127,4127,94,5,12967,8179,0.6307549934448986,True
q4128,4128,76,5,9173,5808,0.6331625422435408,True
q4129,4129,77,5,5565,3501,0.6291105121293801,True
q4130,4130,74,5,7618,3269,0.42911525334733525,True
q4133,4133,76,5,12798,6297,0.49203000468823255,True
q4134,4134,83,5,10202,3063,0.3002352479905901,True
q4135,4135,77,5,31847,6812,0.21389769837033315,True
q4136,4136,85,5,6086,2530,0.41570818271442656,True
q4137,4137,88,5,19637,13450,0.684931506849315,True
q4139,4139,74,5,8358,5958,0.7128499641062455,True
q4140,4140,85,5,5772,3942,0.682952182952183,True
q4141,4141,85,5,4464,2612,0.5851254480286738,True
q4142,4142,119,5,3023,2374,0.7853126033741317,True
q4143,4143,76,5,8008,4879,0.6092657342657343,True
q4144,4144,71,5,5151,3152,0.6119200155309649,True
q4145,4145,85,5,11787,7109,0.6031220836514805,True
q4147,4147,98,5,3610,2570,0.7119113573407202,True
q4148,4148,74,5,1508,972,0.6445623342175066,True
q4149,4149,86,5,1472,1315,0.8933423913043478,True
q4150,4150,71,5,8327,4880,0.5860453944998198,True
q4151,4151,76,5,17905,5987,0.3343758726612678,True
q4153,4153,88,5,4994,4149,0.8307969563476172,True
q4154,4154,84,5,2645,2031,0.7678638941398865,True
q4155,4155,78,5,3511,2919,0.831387069211051,True
q4156,4156,85,5,3393,2496,0.735632183908046,True
q4159,4159,119,5,4581,3522,0.7688277668631304,True
q4160,4160,94,5,26982,13802,0.5115262026536209,True
q4162,4162,84,5,3609,2599,0.7201440842338598,True
q4164,4164,74,5,1237,840,0.6790622473726758,True
q4165,4165,78,5,3870,2982,0.7705426356589147,True
q4168,4168,76,5,11793,9055,0.7678283727635038,True
q4169,4169,77,5,5938,4324,0.7281913102054564,True
q4170,4170,106,5,4698,3904,0.8309919114516816,True
q4171,4171,84,5,5041,1996,0.3959531838920849,True
q4173,4173,74,5,4370,2843,0.6505720823798627,True
q4174,4174,85,5,4736,2808,0.5929054054054054,True
q4177,4177,88,5,4671,3986,0.8533504602868764,True
q4179,4179,84,5,3073,2319,0.7546371623820372,True
q4180,4180,86,5,1454,1286,0.8844566712517193,True
q4182,4182,76,5,5749,4134,0.719081579405114,True
q4183,4183,74,5,1465,929,0.6341296928327645,True
q4184,4184,71,5,4702,2914,0.6197362824330073,True
q4185,4185,83,5,4003,2766,0.6909817636772421,True
q4186,4186,71,5,20298,9109,0.44876342496797716,True
q4190,4190,76,5,12188,9266,0.7602559894978668,True
q4191,4191,77,5,6371,4618,0.7248469628001883,True
q4192,4192,106,5,4571,3648,0.7980748195143295,True
q4193,4193,85,5,3487,2490,0.7140808718095785,True
q4194,4194,85,5,7242,4966,0.6857221761944214,True
q4195,4195,84,5,5569,3666,0.6582869455916681,True
q4197,4197,84,5,4888,3285,0.6720540098199672,True
q4198,4198,77,5,6681,4823,0.7218979194731328,True
q4201,4201,74,5,2630,1419,0.5395437262357414,True
q4202,4202,76,5,8090,6459,0.7983930778739184,True
q4203,4203,83,5,19389,5690,0.2934653669606478,True
q4204,4204,86,5,4454,2977,0.6683879658733722,True
q4206,4206,85,5,6532,3487,0.5338334353949785,True
q4207,4207,78,5,2917,1840,0.6307850531367843,True
q4208,4208,106,5,3841,2953,0.7688102056756053,True
q4209,4209,84,5,3726,2056,0.5517981749865808,True
q4211,4211,84,5,6217,3431,0.5518738941611709,True
q4212,4212,80,5,5937,3821,0.6435910392454102,True
q4213,4213,119,5,3649,2617,0.7171827898054262,True
q4214,4214,76,5,5537,3619,0.6536030341340076,True
q4215,4215,85,5,6047,3772,0.6237803869687448,True
q4216,4216,71,5,2232,1855,0.8310931899641577,True
q4217,4217,71,5,2835,2429,0.8567901234567902,True
q4219,4219,71,5,3487,2183,0.6260395755663895,True
q4221,4221,71,5,3622,2301,0.635284373274434,True
q4222,4222,71,5,2756,2042,0.7409288824383164,True
q4225,4225,71,5,2724,2171,0.7969897209985316,True
q4226,4226,71,5,1512,1279,0.8458994708994709,True
q4227,4227,71,5,2765,2031,0.7345388788426763,True
q4228,4228,71,5,1519,1358,0.8940092165898618,True
q4229,4229,71,5,3366,2416,0.7177658942364825,True
q4230,4230,71,5,9526,5779,0.6066554692420744,True
q4231,4231,71,5,1765,1470,0.8328611898016998,True
q4232,4232,71,5,3180,2300,0.7232704402515723,True
q4233,4233,71,5,3757,2747,0.731168485493745,True
q4234,4234,71,5,2845,2148,0.7550087873462215,True
q4235,4235,71,5,5303,2854,0.5381859324910429,True
q4236,4236,86,5,2670,2386,0.8936329588014982,True
q4237,4237,86,5,4171,3271,0.7842244066171182,True
q4238,4238,103,5,12444,4663,0.3747187399549984,True
q4239,4239,96,5,12164,9513,0.7820618217691548,True
q4240,4240,96,5,9312,7160,0.7689003436426117,True
q4242,4242,86,5,3437,2373,0.6904276985743381,True
q4243,4243,106,5,225,182,0.8088888888888889,True
q4244,4244,96,5,1058,709,0.6701323251417769,True
q4245,4245,106,5,878,610,0.6947608200455581,True
q4246,4246,86,5,1502,1406,0.9360852197070573,True
q4247,4247,106,5,10344,3731,0.36069218870843,True
q4249,4249,86,5,4675,3359,0.7185026737967914,True
q4250,4250,96,5,17678,7273,0.4114153184749406,True
q4251,4251,106,5,6353,5041,0.7934833936722808,True
q4252,4252,86,5,9705,6938,0.7148892323544564,True
q4253,4253,86,5,4761,3720,0.7813484562066793,True
q4254,4254,86,5,2562,2361,0.9215456674473068,True
q4255,4255,106,5,9769,6367,0.6517555532807862,True
q4256,4256,86,5,5691,4612,0.8104023897381831,True
q4257,4257,106,5,206,173,0.8398058252427184,True
q4258,4258,86,5,5058,3641,0.7198497429814156,True
q4259,4259,86,5,3375,2760,0.8177777777777778,True
q4260,4260,86,5,5079,3518,0.6926560346524906,True
q4261,4261,106,5,1684,862,0.5118764845605701,True
